feature,importance,kind
Repo_Rate,244.3217099449423,standardized_coefficient_abs
WPI_lag4,239.4226455708756,standardized_coefficient_abs
CPI_Combined_Index_lag4,236.65988338902918,standardized_coefficient_abs
WPI,224.69179335724942,standardized_coefficient_abs
Reverse_Repo_Rate_lag4,219.87424358418573,standardized_coefficient_abs
Sector_Energy,212.97238204140737,standardized_coefficient_abs
CFO_roll4_growth,211.61650604119066,standardized_coefficient_abs
Repo_Rate_lag4,210.91101671250814,standardized_coefficient_abs
CPI_Combined_Index,195.71752279546584,standardized_coefficient_abs
Sector_Tech,194.32538423844255,standardized_coefficient_abs
CPI_Combined_Index_lag1,156.84937847750072,standardized_coefficient_abs
WPI_lag1,137.9019600411872,standardized_coefficient_abs
oil_price,137.33307304419156,standardized_coefficient_abs
exchange_rate_lag4,111.37701527029932,standardized_coefficient_abs
exchange_rate_lag1,108.75334140796348,standardized_coefficient_abs
Quarter_Q2,89.20822823292231,standardized_coefficient_abs
oil_price_lag4,87.82706627238942,standardized_coefficient_abs
Reverse_Repo_Rate_lag1,45.92529027630437,standardized_coefficient_abs
CPI_Inflation_Rate_lag4,42.05897332198465,standardized_coefficient_abs
Repo_Rate_lag1,10.9509313304917,standardized_coefficient_abs
exchange_rate,8.844436169651136,standardized_coefficient_abs
Quarter_Q3,4.65353725655829,standardized_coefficient_abs
