Date,oil_price
2023-11-01,82.02772730047053
2023-12-01,77.32399978637696
2024-01-01,79.19714319138299
2024-02-01,81.62399940490722
2024-03-01,84.66549949645996
2024-04-01,88.99999930641867
2024-05-01,82.99181851473722
2024-06-01,82.88947416606702
2024-07-01,83.71772731434216
2024-08-01,78.87500138716264
2024-09-01,72.6384994506836
2024-10-01,75.37695710555367
2024-11-01,73.40699996948243
2024-12-01,73.12857164655414
2025-01-01,78.26333436511811
2025-02-01,74.94052605879934
2025-03-01,71.46714237758091
2025-04-01,66.45666703723725
2025-05-01,63.97047624133882
2025-06-01,69.35
2025-07-01,69.55304353133492
2025-08-01,67.2614284697033
2025-09-01,67.54857054210845
2025-10-01,63.95391298376995
2025-11-01,63.67947367617958
2025-12-01,61.62863592668013
2026-01-01,64.76549911499023
2026-02-01,69.40684268349095
2026-03-01,99.59954591230913
2026-04-01,102.46428607759022
2026-05-01,104.09199981689453
2026-06-01,84.61857096354167
2026-07-01,81.30933430989583
